LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£55
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,4,Heating controls (programmer and TRVs),Heating controls (programmer and TRVs),15.0,,£350 - £450
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
6bd9c325ca1d7b5f03e598b6f263b2b9e4a52472ca2eed8458f341749a8541bd,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£40
6bd9c325ca1d7b5f03e598b6f263b2b9e4a52472ca2eed8458f341749a8541bd,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6bd9c325ca1d7b5f03e598b6f263b2b9e4a52472ca2eed8458f341749a8541bd,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
713d94b176adb668cd2d745e56ff70b5409702eae0e4bd559bccee32372fd341,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b06a80c503f941b0f5e057bbaf58f733496bfb7fa00b8156206c0c2b186e0a63,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£45
b06a80c503f941b0f5e057bbaf58f733496bfb7fa00b8156206c0c2b186e0a63,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b06a80c503f941b0f5e057bbaf58f733496bfb7fa00b8156206c0c2b186e0a63,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
13ccb05609019f6cce9fef418e9fa6e1eca3457b043d93a83bf1bbf58fa63a95,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
13ccb05609019f6cce9fef418e9fa6e1eca3457b043d93a83bf1bbf58fa63a95,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
13ccb05609019f6cce9fef418e9fa6e1eca3457b043d93a83bf1bbf58fa63a95,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4e5e8023975aa068c347c1920c27c99fc03957903f95741ef6b4a5d1bc2369bc,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4e5e8023975aa068c347c1920c27c99fc03957903f95741ef6b4a5d1bc2369bc,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4e5e8023975aa068c347c1920c27c99fc03957903f95741ef6b4a5d1bc2369bc,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
6e39b82cdc2e822bdcff7d38362c827251405ea22bc001383c49238838b056b2,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6e39b82cdc2e822bdcff7d38362c827251405ea22bc001383c49238838b056b2,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
032d3f76209e8cd5872ee403aeeadeb9ae6323338c79224bd4715c266ab4b1eb,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
032d3f76209e8cd5872ee403aeeadeb9ae6323338c79224bd4715c266ab4b1eb,2,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
032d3f76209e8cd5872ee403aeeadeb9ae6323338c79224bd4715c266ab4b1eb,3,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
032d3f76209e8cd5872ee403aeeadeb9ae6323338c79224bd4715c266ab4b1eb,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
032d3f76209e8cd5872ee403aeeadeb9ae6323338c79224bd4715c266ab4b1eb,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
0b6858cecb77cf19a02674c533cc2304444204f650e89421e968319eac4e635b,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0b6858cecb77cf19a02674c533cc2304444204f650e89421e968319eac4e635b,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
0b6858cecb77cf19a02674c533cc2304444204f650e89421e968319eac4e635b,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
0b6858cecb77cf19a02674c533cc2304444204f650e89421e968319eac4e635b,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
6d86dea85620718dca11c423b84cc6282678e24fd7791bdddaf8d9ddbcfc698e,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
6d86dea85620718dca11c423b84cc6282678e24fd7791bdddaf8d9ddbcfc698e,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
6d86dea85620718dca11c423b84cc6282678e24fd7791bdddaf8d9ddbcfc698e,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6d86dea85620718dca11c423b84cc6282678e24fd7791bdddaf8d9ddbcfc698e,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
7179b358b1fea27f771a4436ce8b12c188811cd231feeb349130079ab5ada77a,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
7179b358b1fea27f771a4436ce8b12c188811cd231feeb349130079ab5ada77a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
7179b358b1fea27f771a4436ce8b12c188811cd231feeb349130079ab5ada77a,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,2,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,3,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,4,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
81a3983d4439537ed5335aefcfe3278e03ec7cdd7c2fa108fce79ed10b13452d,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
a065d114a2015df075348d9663fba2a21718b0c3d39bf8a39272021fcad1dd0c,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
a065d114a2015df075348d9663fba2a21718b0c3d39bf8a39272021fcad1dd0c,2,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
a065d114a2015df075348d9663fba2a21718b0c3d39bf8a39272021fcad1dd0c,3,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
a065d114a2015df075348d9663fba2a21718b0c3d39bf8a39272021fcad1dd0c,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
a065d114a2015df075348d9663fba2a21718b0c3d39bf8a39272021fcad1dd0c,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,2,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,3,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,4,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,5,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d5e8df85a2c763c6d192c4d69199313eaecf9f32a60d757d2da99ab57901e124,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
097d92ce5ec28fbc137ac8c357f91e1837ce86ed58b0a497df7e6cdb3a05e71f,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
097d92ce5ec28fbc137ac8c357f91e1837ce86ed58b0a497df7e6cdb3a05e71f,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
097d92ce5ec28fbc137ac8c357f91e1837ce86ed58b0a497df7e6cdb3a05e71f,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3b17bd9d1c33535a2f9a324546f3f618cfd1075c1cd18d08cd793846390cc6bf,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
79a93fa28df51b29e4b45e4b3337bae678e89cec591708b2b8958fc22bb514d9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
79a93fa28df51b29e4b45e4b3337bae678e89cec591708b2b8958fc22bb514d9,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
79a93fa28df51b29e4b45e4b3337bae678e89cec591708b2b8958fc22bb514d9,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
79a93fa28df51b29e4b45e4b3337bae678e89cec591708b2b8958fc22bb514d9,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
9939526c4e1513f5ea763816e96b681f94ce1261299c303f00be365cdd9882cd,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9939526c4e1513f5ea763816e96b681f94ce1261299c303f00be365cdd9882cd,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9939526c4e1513f5ea763816e96b681f94ce1261299c303f00be365cdd9882cd,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
ae4d2396f9e6646573e6e71b77656d151a689d7896b40ec90a85b31ab9ef33b0,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
ae4d2396f9e6646573e6e71b77656d151a689d7896b40ec90a85b31ab9ef33b0,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
b94102f5f8356c70d0811646e745fdb31a760fa51bb1e54c0e2de4e3a19d0c1f,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
b94102f5f8356c70d0811646e745fdb31a760fa51bb1e54c0e2de4e3a19d0c1f,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
b94102f5f8356c70d0811646e745fdb31a760fa51bb1e54c0e2de4e3a19d0c1f,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
b94102f5f8356c70d0811646e745fdb31a760fa51bb1e54c0e2de4e3a19d0c1f,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b94102f5f8356c70d0811646e745fdb31a760fa51bb1e54c0e2de4e3a19d0c1f,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
06586234f713bbf414e08769b68345cea78db56c5ca95ef326b8f95d441f02ac,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
06586234f713bbf414e08769b68345cea78db56c5ca95ef326b8f95d441f02ac,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3bcab1dabd5a792f500c2ab31d830139f117b507122381a7626dd4dc0a6a9cc9,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
3bcab1dabd5a792f500c2ab31d830139f117b507122381a7626dd4dc0a6a9cc9,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
3bcab1dabd5a792f500c2ab31d830139f117b507122381a7626dd4dc0a6a9cc9,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
edf086372e8c91c62d37b673108ee18e96d12201178a6f78d5191c2101477c6a,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
edf086372e8c91c62d37b673108ee18e96d12201178a6f78d5191c2101477c6a,2,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
edf086372e8c91c62d37b673108ee18e96d12201178a6f78d5191c2101477c6a,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
edf086372e8c91c62d37b673108ee18e96d12201178a6f78d5191c2101477c6a,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
1854ccf3af422f4e9e15192889334314f5c1a67ffe79a4b17aa268b5a358436a,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1854ccf3af422f4e9e15192889334314f5c1a67ffe79a4b17aa268b5a358436a,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
1e737c964c4a557b7b23a5392755f192ce980428b012990f8bd0780df7786a6f,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1e737c964c4a557b7b23a5392755f192ce980428b012990f8bd0780df7786a6f,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£40
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4767a0856f69347ce17b5e6176bf58c02f22158431bdfa30e6f87991d5e8de0b,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4d872cd2a71584f7023bfb6348807d2ca0d7d593d99dd39e9e12a513204a7ba9,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
4d872cd2a71584f7023bfb6348807d2ca0d7d593d99dd39e9e12a513204a7ba9,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4d872cd2a71584f7023bfb6348807d2ca0d7d593d99dd39e9e12a513204a7ba9,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
4d872cd2a71584f7023bfb6348807d2ca0d7d593d99dd39e9e12a513204a7ba9,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4d872cd2a71584f7023bfb6348807d2ca0d7d593d99dd39e9e12a513204a7ba9,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,4,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
7826d45544bd2afccfa73dcc65e6052ebb5fc70ecde754c3fd43c524f455223c,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
2b653b317207bf582b2d7dc3304a18989bded33a83dfdb14dd6dc0a92ff7d90a,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
2b653b317207bf582b2d7dc3304a18989bded33a83dfdb14dd6dc0a92ff7d90a,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,3,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£15 - £30
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,4,Draught proofing,Draught proofing,10.0,,£80 - £120
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,5,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,7,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
3ec44fec5c448610217fdacd12b161fe5ec09041f938deff01096e0b6ccb7743,8,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
45da860773bb47fbe9be758c027d7c5b0c0ed92cd0f390e9b7d063f4a6c6dde7,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
45da860773bb47fbe9be758c027d7c5b0c0ed92cd0f390e9b7d063f4a6c6dde7,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
45da860773bb47fbe9be758c027d7c5b0c0ed92cd0f390e9b7d063f4a6c6dde7,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
45da860773bb47fbe9be758c027d7c5b0c0ed92cd0f390e9b7d063f4a6c6dde7,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
66ebab632a45de348564379ff466b0de05fae7096dcaa3872cd91153ce61731b,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£275
66ebab632a45de348564379ff466b0de05fae7096dcaa3872cd91153ce61731b,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
66ebab632a45de348564379ff466b0de05fae7096dcaa3872cd91153ce61731b,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
6956ccb10dd36612434d2ce8483139dbefaa532162116be6bf2548070a3fedae,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6956ccb10dd36612434d2ce8483139dbefaa532162116be6bf2548070a3fedae,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
d0d71a171dc5ec015bc6a002c14133ec1448e9d2249ee185a8ce9ca7af3da298,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
d0d71a171dc5ec015bc6a002c14133ec1448e9d2249ee185a8ce9ca7af3da298,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
ee51255648f7972c2f87bfa92de8b6a797bb5036dec3dcfb6167b12029ccdd8f,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
ee51255648f7972c2f87bfa92de8b6a797bb5036dec3dcfb6167b12029ccdd8f,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
ee51255648f7972c2f87bfa92de8b6a797bb5036dec3dcfb6167b12029ccdd8f,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
0188033fdbfb0c39a0cd364f97b9583b334fb01f5067830a7e6133edcd4b111a,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0188033fdbfb0c39a0cd364f97b9583b334fb01f5067830a7e6133edcd4b111a,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
0188033fdbfb0c39a0cd364f97b9583b334fb01f5067830a7e6133edcd4b111a,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
0188033fdbfb0c39a0cd364f97b9583b334fb01f5067830a7e6133edcd4b111a,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
946797979979b1bde466ec944fb586ca04fb03d603b871053efef5b57943c2a6,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
946797979979b1bde466ec944fb586ca04fb03d603b871053efef5b57943c2a6,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
946797979979b1bde466ec944fb586ca04fb03d603b871053efef5b57943c2a6,3,Hot water cylinder thermostat,Hot water cylinder thermostat,4.0,,£200 - £400
946797979979b1bde466ec944fb586ca04fb03d603b871053efef5b57943c2a6,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
